filename,area,perimeter,ratio,solidity,extent,finger_count,label
759.png,28045.5,773.0853471755981,1.0272727272727273,0.8908989834815756,0.5640687851971038,1,OpenHand
981.png,58745.0,1630.8914783000946,1.1764705882352942,0.851574278093471,0.7679084967320261,3,OpenHand
62.png,31053.5,821.9726510047913,1.8987341772151898,0.9001275399286935,0.6551371308016878,1,OpenHand
822.png,27590.5,751.9137766361237,1.6144578313253013,0.9001794453507341,0.6201784750944075,1,OpenHand
188.png,31187.5,769.913774728775,1.195,0.9391420871162504,0.6524581589958159,1,OpenHand
76.png,30770.5,775.286358833313,1.5,0.9204870095876273,0.6775553793984234,1,OpenHand
836.png,29598.5,809.4284934997559,1.1745283018867925,0.8627539569184132,0.560705084488899,1,OpenHand
605.png,30127.0,759.6711333990097,0.9726027397260274,0.9219352469551381,0.645850751388085,1,OpenHand
163.png,29804.5,783.9137741327286,1.5113636363636365,0.9029477702375182,0.6366306390977443,1,OpenHand
177.png,31329.0,764.1564157009125,1.1959798994974875,0.9372784251544479,0.6614796672437819,1,OpenHand
611.png,32431.0,831.6122591495514,1.0745614035087718,0.8910227350779587,0.5805764411027569,1,OpenHand
89.png,30009.0,772.215290427208,1.135678391959799,0.9074113271446282,0.6672521901543114,1,OpenHand
639.png,32094.5,865.8549007177353,0.9529411764705882,0.8356854576227054,0.5179456144597757,1,OpenHand
361.png,29991.5,774.1980452537537,1.167487684729064,0.8708712632664024,0.623381347301033,1,OpenHand
407.png,30488.0,752.8427087068558,0.9770642201834863,0.9188390946626082,0.6565878451134944,1,OpenHand
413.png,34098.5,841.2274835109711,1.1101321585903083,0.8762302454066555,0.5960859380462905,1,OpenHand
375.png,34036.5,859.2274824380875,1.1793721973094171,0.8550487985630487,0.5803423758290849,1,OpenHand
349.png,29153.5,774.4579313993454,1.2102564102564102,0.8808369212176146,0.633496305953933,1,OpenHand
439.png,30673.0,785.1858551502228,1.1407766990291262,0.8830193024628273,0.6336087585209668,1,OpenHand
405.png,29675.0,732.0142811536789,0.9579439252336449,0.9321355091014748,0.6764303624344654,1,OpenHand
363.png,29576.0,762.298551440239,1.1274509803921569,0.8794136449459584,0.6303495311167946,1,OpenHand
377.png,34579.5,873.7127659320831,1.2098214285714286,0.8482020211930926,0.5696412098049551,1,OpenHand
411.png,33157.0,820.984844326973,1.0755555555555556,0.8858284019716541,0.6089439853076216,1,OpenHand
388.png,32149.5,818.8843383789062,1.2722772277227723,0.8598767000548297,0.6192838155410871,1,OpenHand
149.png,30302.0,768.7005712985992,1.042857142857143,0.9140599076950922,0.6588823657316808,1,OpenHand
161.png,31368.5,803.9137763977051,1.451086956521739,0.9091264780894969,0.6385055365575639,1,OpenHand
607.png,31028.5,786.7422032356262,0.9867256637168141,0.9100467803669106,0.6156692725901821,1,OpenHand
613.png,32274.5,835.0264729261398,1.1981566820276497,0.8869301162439198,0.572040056717476,1,OpenHand
175.png,30838.0,766.9848440885544,1.218274111675127,0.9311412050666545,0.6522419627749577,1,OpenHand
820.png,27448.0,750.0142810344696,1.5654761904761905,0.8999049211501262,0.621220351258374,1,OpenHand
60.png,30029.5,791.9726507663727,1.7625,0.9076469699259483,0.6655474290780142,1,OpenHand
834.png,29051.0,795.6711355447769,1.2425742574257426,0.8747666365552544,0.5729754250325431,1,OpenHand
74.png,31217.0,784.2152909040451,1.6,0.920638197475522,0.6751081314878893,1,OpenHand
808.png,28999.0,790.842707157135,1.1690821256038648,0.8785046728971962,0.5788916836347666,1,OpenHand
48.png,35793.5,843.0264756679535,1.3465346534653466,0.9182647288959581,0.6514542079207921,1,OpenHand
997.png,25852.5,751.7127652168274,1.2604166666666667,0.8863157172977698,0.5563985020661157,1,OpenHand
983.png,55125.5,1435.4528787136078,1.2552301255230125,0.8685284386324248,0.7688354253835425,3,OpenHand
773.png,27813.0,775.5289980173111,1.2060301507537687,0.8736747867879188,0.5823492462311558,1,OpenHand
767.png,28752.0,795.6711344718933,1.1722488038277512,0.8704023249477795,0.5615076652670637,1,OpenHand
954.png,39536.5,881.5706287622452,0.9453125,0.9088014895182053,0.6381795583677686,1,OpenHand
798.png,27071.5,720.3157954216003,0.9759615384615384,0.9249521661883285,0.6411401098901099,1,OpenHand
940.png,35766.5,852.0559096336365,1.1004366812227073,0.8990736900317987,0.619784085395439,1,OpenHand
968.png,63641.0,1773.3178853988647,1.0,0.8295175344269132,0.7071222222222222,3,OpenHand
559.png,30499.0,781.4701247215271,1.3172043010752688,0.9027111821464512,0.6692780337941628,1,OpenHand
571.png,30217.5,734.2569193840027,0.9951923076923077,0.933661882618301,0.7018185618729097,1,OpenHand
217.png,29967.5,772.7422026395798,1.3879781420765027,0.9203212333394755,0.6447119315003658,1,OpenHand
203.png,32371.0,785.6122606992722,1.2048780487804878,0.9332180180180181,0.6393008788387479,1,OpenHand
565.png,28890.0,723.6711345911026,1.1139896373056994,0.9278499510221123,0.6962284612603928,1,OpenHand
202.png,32447.0,786.7838318347931,1.183574879227053,0.9327871208854391,0.6397909888593118,1,OpenHand
564.png,28985.0,728.4995610713959,1.1465968586387434,0.9264083100279664,0.6929403045733821,1,OpenHand
570.png,30014.0,730.0142794847488,1.0,0.9348845177467333,0.7141939321832242,1,OpenHand
216.png,29658.5,772.2569205760956,1.449438202247191,0.9204282721700675,0.6458170020033098,1,OpenHand
558.png,30981.5,794.8843387365341,1.3675675675675676,0.8971823236418395,0.6619271445358402,1,OpenHand
969.png,63877.5,1845.016369819641,1.0,0.8395709976538934,0.70975,3,OpenHand
941.png,36143.5,858.8843364715576,1.0952380952380953,0.896382823059658,0.6184401895864347,1,OpenHand
799.png,27293.0,726.5584353208542,0.9903846153846154,0.9195444897409117,0.6369725541448843,1,OpenHand
955.png,39399.5,879.5706299543381,0.9377431906614786,0.9096145632524905,0.6361221886755897,1,OpenHand
766.png,28826.0,796.4995609521866,1.161137440758294,0.8742171743976224,0.5576167907921462,1,OpenHand
772.png,28004.5,778.9432119131088,1.2160804020100502,0.8721154744480085,0.5815129365837451,1,OpenHand
982.png,56628.0,1583.0924887657166,1.214574898785425,0.8571039367933524,0.7642105263157895,3,OpenHand
996.png,25364.0,743.8132699728012,1.2698412698412698,0.8858155656835525,0.5591710758377425,1,OpenHand
49.png,34831.0,829.9554067850113,1.3724489795918366,0.9209555664256157,0.6606289355891055,1,OpenHand
809.png,28734.5,782.2569212913513,1.202970297029703,0.8826583114469582,0.5853909465020576,1,OpenHand
75.png,30808.0,776.2152900695801,1.5260115606936415,0.9196966983103468,0.674548957785952,1,OpenHand
835.png,29236.0,798.842707157135,1.2146341463414634,0.8756308309747368,0.5727495347242629,1,OpenHand
61.png,30605.5,803.972650885582,1.8417721518987342,0.9063194053717907,0.6656553134107617,1,OpenHand
821.png,27494.5,751.4284958839417,1.5963855421686748,0.9011192501188077,0.6250170493293931,1,OpenHand
612.png,32427.5,837.0264732837677,1.1441441441441442,0.8851870555638964,0.5750780307866922,1,OpenHand
174.png,30398.5,762.7422041893005,1.2256410256410257,0.9275612174841712,0.6522583413796803,1,OpenHand
160.png,31840.0,808.4995623826981,1.402116402116402,0.910182379509462,0.6357192772287112,1,OpenHand
606.png,30589.5,773.9137771129608,0.9775784753363229,0.9157573308186268,0.6292323199078454,1,OpenHand
148.png,29741.0,757.5289993286133,1.0533980582524272,0.9139266179091635,0.6653169880542258,1,OpenHand
389.png,31716.0,802.6416965723038,1.2425742574257426,0.8683724177584295,0.6255374541438208,1,OpenHand
376.png,34171.0,865.126978635788,1.1875,0.8509986551775663,0.5734928839957035,1,OpenHand
410.png,32480.0,802.9848430156708,1.0446428571428572,0.8937071788239827,0.6196581196581197,1,OpenHand
404.png,29314.0,725.1858537197113,0.9348837209302325,0.9366991532193641,0.6783292838134907,1,OpenHand
362.png,29724.5,767.369619846344,1.142156862745098,0.8721593826562798,0.6253576537911302,1,OpenHand
438.png,30800.5,790.256920337677,1.1715686274509804,0.8784205798052106,0.6317273771433259,1,OpenHand
366.png,30050.5,769.2274832725525,1.060747663551402,0.884566701989874,0.6186030713491704,1,OpenHand
400.png,28755.5,712.6000679731369,0.9523809523809523,0.9380668102042148,0.6846547619047619,1,OpenHand
414.png,34882.0,862.298553109169,1.1397379912663756,0.8656120106706371,0.5836135789456073,1,OpenHand
372.png,32606.0,818.6416984796524,1.0986547085201794,0.8747300505694089,0.5967969250480462,1,OpenHand
428.png,35111.5,878.3990559577942,1.319047619047619,0.8521898474570101,0.603601512807289,1,OpenHand
399.png,28835.0,715.6711344718933,0.9712918660287081,0.9327338304032089,0.6796379663893275,1,OpenHand
602.png,29166.5,734.9432128667831,0.9620853080568721,0.9320455053845909,0.6809352601965774,1,OpenHand
164.png,29503.5,779.9137746095657,1.5085714285714287,0.9026617714547958,0.6386038961038961,1,OpenHand
170.png,27317.5,727.0853478908539,1.3220338983050848,0.9047327283566271,0.6595562315901299,1,OpenHand
616.png,31154.0,811.9554060697556,1.4010416666666667,0.8924090518476081,0.6031985749690211,1,OpenHand
158.png,32327.5,813.5706295967102,1.295,0.9082161569905463,0.6240830115830116,1,OpenHand
819.png,27410.0,750.3574254512787,1.5535714285714286,0.9001050834099567,0.6251140302864441,1,OpenHand
59.png,29730.0,784.215290427208,1.670731707317073,0.910315686334548,0.6616076197258323,1,OpenHand
825.png,27913.0,757.6711367368698,1.6524390243902438,0.9012333720780059,0.6280487804878049,1,OpenHand
65.png,31783.0,828.0731558799744,1.875,0.9005213350711169,0.6621458333333333,1,OpenHand
831.png,28364.0,777.3279892206192,1.4175824175824177,0.8921601006526697,0.6040548598688134,1,OpenHand
71.png,32255.5,808.8010774850845,1.7852760736196318,0.9185414056270645,0.6800223473109439,1,OpenHand
776.png,26570.0,738.2152910232544,1.1326530612244898,0.8934546127074331,0.6106361463504321,1,OpenHand
762.png,28978.5,798.3990551233292,1.095890410958904,0.8779900319643695,0.5513413242009132,1,OpenHand
992.png,25929.0,748.9848417043686,1.2153846153846153,0.8878274268104777,0.5610516066212269,1,OpenHand
986.png,29374.0,772.4995613098145,1.0900473933649288,0.9093976873423012,0.6052750875746961,1,OpenHand
979.png,57736.5,1543.3107444047928,1.1450381679389312,0.8444280313279268,0.7345610687022901,3,OpenHand
789.png,24938.0,663.1025924682617,0.9086294416243654,0.9495307175357435,0.70720018149335,1,OpenHand
951.png,40301.0,893.8132721185684,0.9920634920634921,0.9033060629833016,0.6396984126984127,1,OpenHand
945.png,38781.0,885.1269795894623,1.0753138075313808,0.8974590391557901,0.6313758689741628,1,OpenHand
212.png,29784.0,775.6711341142654,1.502857142857143,0.918550501156515,0.6471265616512765,1,OpenHand
574.png,31727.5,780.2569215297699,1.0324074074074074,0.9107675967390056,0.658684188672978,1,OpenHand
560.png,30321.5,771.2274827957153,1.2819148936170213,0.9061472715318869,0.6692305994526353,1,OpenHand
206.png,31704.5,784.0559114217758,1.3333333333333333,0.9257734367015608,0.6450297037760416,1,OpenHand
548.png,34057.5,877.3107435703278,1.2976744186046512,0.8602985753258563,0.5677669417354338,1,OpenHand
549.png,34013.0,874.7249583005905,1.320754716981132,0.8616230320071944,0.5729952830188679,1,OpenHand
561.png,29840.5,759.9137761592865,1.2566844919786095,0.9092862040070084,0.679041984298555,1,OpenHand
207.png,31470.0,784.6416980028152,1.3526315789473684,0.9246907413392883,0.6444808519352857,1,OpenHand
213.png,29695.5,775.4284946918488,1.497142857142857,0.9196642871521702,0.6476663031624864,1,OpenHand
575.png,32162.0,793.6711337566376,1.055299539170507,0.9055126977870376,0.647213893304892,1,OpenHand
944.png,38248.0,883.1269780397415,1.0798319327731092,0.8941044462106691,0.6253147173266194,1,OpenHand
950.png,40278.5,897.7127631902695,1.0160642570281124,0.9008834712592261,0.6393717161134658,1,OpenHand
788.png,24747.5,662.5168070793152,0.9278350515463918,0.9483435841428599,0.7086912943871707,1,OpenHand
978.png,58304.0,1713.3767594099045,1.1363636363636365,0.8383094055313123,0.7361616161616161,3,OpenHand
987.png,28697.5,768.3990572690964,1.1047619047619048,0.9028913918952932,0.5890291461412152,1,OpenHand
993.png,25661.0,746.1564147472382,1.2279792746113989,0.8889697221644842,0.5610065368050545,1,OpenHand
763.png,29007.5,796.7422021627426,1.1152073732718895,0.875314956471884,0.5523765091213771,1,OpenHand
777.png,26194.0,730.2152907848358,1.117948717948718,0.8979927664169767,0.6161844271936016,1,OpenHand
70.png,32567.0,828.5584365129471,1.8404907975460123,0.9076011983557445,0.6659918200408997,1,OpenHand
830.png,28223.5,773.9137761592865,1.4914285714285713,0.8900504572690003,0.61792008757526,1,OpenHand
64.png,31575.5,826.6589418649673,1.8987341772151898,0.901217301956531,0.6661497890295358,1,OpenHand
824.png,27812.0,756.0142823457718,1.6625766871165644,0.9014650589913134,0.6296153759083604,1,OpenHand
58.png,29350.5,774.1147844791412,1.5868263473053892,0.9162725357059237,0.6632131962490114,1,OpenHand
818.png,27345.5,750.6000669002533,1.5384615384615385,0.9017031309250985,0.6223372781065089,1,OpenHand
159.png,32158.5,812.3990586996078,1.3435897435897435,0.9068311596757138,0.6294480328831474,1,OpenHand
171.png,27631.5,730.2569205760956,1.3072625698324023,0.9050754188571709,0.659683426443203,1,OpenHand
617.png,30831.0,805.955405831337,1.4648648648648648,0.8934579439252337,0.61495960905555,1,OpenHand
603.png,29363.0,741.1858531236649,0.9579439252336449,0.929311790862912,0.6693184408479599,1,OpenHand
165.png,28859.0,770.1564152240753,1.5086705202312138,0.9005070598330603,0.6391380417690962,1,OpenHand
398.png,28929.0,718.4995611906052,0.9903846153846154,0.9309113141974514,0.6751540328603436,1,OpenHand
429.png,34820.5,873.2274841070175,1.3269230769230769,0.8505251587689301,0.6065443840579711,1,OpenHand
415.png,35111.0,865.955404996872,1.1578947368421053,0.8626039529770168,0.5833167198298778,1,OpenHand
373.png,32841.5,826.8843396902084,1.116591928251121,0.8680419728286726,0.59145100581699,1,OpenHand
367.png,30423.5,773.2274836301804,1.0460829493087558,0.886827377135195,0.617623175460322,1,OpenHand
401.png,28786.5,715.4284929037094,0.943127962085308,0.9382822685788788,0.6855724118221439,1,OpenHand
371.png,32053.0,805.8132702112198,1.0717488789237668,0.8795258413708892,0.6014034561044712,1,OpenHand
417.png,35598.5,880.54119181633,1.1798245614035088,0.8599086912411228,0.580422943977043,1,OpenHand
403.png,29091.0,718.3574265241623,0.9342723004694836,0.9389039504260264,0.6863189185363436,1,OpenHand
365.png,29852.0,765.4701235294342,1.0758293838862558,0.8826468762011768,0.6232540660166608,1,OpenHand
359.png,30296.5,781.7127666473389,1.198019801980198,0.868828952839793,0.6197631126749038,1,OpenHand
615.png,31699.5,825.0264722108841,1.3217821782178218,0.8895857888533423,0.5877461341639783,1,OpenHand
173.png,30037.5,759.9137769937515,1.2216494845360826,0.9213250517598344,0.6533015790160511,1,OpenHand
167.png,27827.0,748.8427077531815,1.4678362573099415,0.8999094495828213,0.6483306539922182,1,OpenHand
601.png,28970.5,731.7716400623322,0.9665071770334929,0.9321717586112586,0.6862120422568573,1,OpenHand
99.png,28558.0,759.0437179803848,1.053921568627451,0.9049369415045313,0.6511171910624715,1,OpenHand
629.png,29767.0,782.9848453998566,1.39247311827957,0.8992372177327996,0.6179059243575372,1,OpenHand
8.png,29937.5,762.7422040700912,1.1979695431472082,0.9265850601216361,0.6439279876107717,1,OpenHand
832.png,28462.0,779.3279905319214,1.3891891891891892,0.8896182036976261,0.5986328741192555,1,OpenHand
72.png,31884.0,800.5584367513657,1.7333333333333334,0.9167601138618131,0.6756516211061666,1,OpenHand
198.png,30592.5,766.6000663042068,1.2642487046632125,0.9391981088631689,0.649632633993035,1,OpenHand
826.png,27969.5,760.256921172142,1.6363636363636365,0.8966882533983073,0.6278226711560045,1,OpenHand
66.png,31934.5,827.0020875930786,1.8867924528301887,0.9040326119265666,0.6694863731656184,1,OpenHand
761.png,28667.0,787.6711349487305,1.0730593607305936,0.8825910931174089,0.5570193335276401,1,OpenHand
775.png,27014.0,752.7005730867386,1.1515151515151516,0.8851100080273914,0.5983962431330853,1,OpenHand
985.png,50635.0,1548.4650703668594,1.293103448275862,0.8421341493838043,0.7275143678160919,3,OpenHand
991.png,26392.5,752.3990577459335,1.1809045226130652,0.8898647965204491,0.5643643750668235,1,OpenHand
749.png,22471.0,630.6173124313354,0.7920792079207921,0.958006480218281,0.6952660891089109,1,OpenHand
946.png,39002.5,884.8843386173248,1.0708333333333333,0.8993071167525565,0.632336251621271,1,OpenHand
952.png,40188.0,890.641698718071,0.9762845849802372,0.9074958506926802,0.6431006064873341,1,OpenHand
205.png,31929.0,783.4701256752014,1.2857142857142858,0.9282360636674177,0.6464407191448007,1,OpenHand
563.png,29121.0,731.6711350679398,1.1570680628272252,0.9250341475810806,0.6898912605718889,1,OpenHand
577.png,32725.5,813.2274844646454,1.091324200913242,0.8995340910652685,0.6252364303318622,1,OpenHand
211.png,29880.5,772.2569218873978,1.4886363636363635,0.92097273806038,0.6479983518390007,1,OpenHand
239.png,35230.5,831.3696177005768,1.1474654377880185,0.9105723627246999,0.6520182110932208,1,OpenHand
588.png,32781.0,830.0975416898727,1.3201970443349753,0.8946169065975302,0.6025476067936181,1,OpenHand
589.png,32264.0,820.7838317155838,1.301980198019802,0.8953268953268954,0.607310921206189,1,OpenHand
238.png,34560.0,821.1269782781601,1.158878504672897,0.9115366355435987,0.6511908350919505,1,OpenHand
576.png,32543.5,807.227481842041,1.0825688073394495,0.9019317111024888,0.6325513139480641,1,OpenHand
210.png,30073.5,776.2569216489792,1.4802259887005649,0.9220615964802011,0.6484991590115151,1,OpenHand
204.png,32294.0,785.9554034471512,1.2216748768472907,0.9308506038682155,0.6414667090417925,1,OpenHand
562.png,29267.5,740.2569216489792,1.202127659574468,0.9185274687338177,0.6888415552626624,1,OpenHand
953.png,39926.5,886.3990577459335,0.9607843137254902,0.9077299079231557,0.6390796318527411,1,OpenHand
947.png,39286.0,886.2985534667969,1.0708333333333333,0.9001878923972321,0.6369325551232166,1,OpenHand
748.png,21992.0,618.9604603052139,0.7788944723618091,0.9638849929873773,0.7129842762198088,1,OpenHand
990.png,27168.0,759.8132697343826,1.1470588235294117,0.8941401043295101,0.5691302161890397,1,OpenHand
984.png,55655.0,1446.1808015108109,1.2820512820512822,0.8865366848258944,0.7928062678062678,2,OpenHand
774.png,27224.0,760.70057117939,1.1717171717171717,0.8800814650783132,0.5926506443747823,1,OpenHand
760.png,28237.0,776.4995605945587,1.040909090909091,0.8877047376528655,0.5604803493449781,1,OpenHand
199.png,31172.5,775.0853486061096,1.2272727272727273,0.9373214661575007,0.6478883485056325,1,OpenHand
67.png,32073.5,825.8305155038834,1.875,0.9045362889011097,0.6681979166666666,1,OpenHand
827.png,28058.0,762.1564177274704,1.5857988165680474,0.8985173087392321,0.6194913008919898,1,OpenHand
73.png,31467.5,793.1442230939865,1.6766467065868262,0.9173395912893916,0.6729576561163387,1,OpenHand
833.png,28644.0,786.1564160585403,1.3229166666666667,0.8818151032847952,0.5873523622047244,1,OpenHand
9.png,30472.5,773.2274857759476,1.2060301507537687,0.9248383865974689,0.6380339195979899,1,OpenHand
628.png,29798.5,781.2274842262268,1.4293478260869565,0.9011416042942466,0.6157732683088114,1,OpenHand
166.png,28213.0,756.4995623826981,1.4825581395348837,0.9010427478721875,0.6432512539899681,1,OpenHand
98.png,29079.0,764.7005716562271,1.0382775119617225,0.9055211285149316,0.6411703746168942,1,OpenHand
600.png,28917.5,731.7716391086578,0.9855072463768116,0.9295242687238829,0.6847944491806385,1,OpenHand
614.png,31974.5,827.854901432991,1.2801932367149758,0.888057214275795,0.5828912587731292,1,OpenHand
172.png,28548.0,745.3279906511307,1.2688172043010753,0.9068182901068882,0.6503553854565336,1,OpenHand
358.png,30584.5,793.2274824380875,1.1902439024390243,0.8647750728079848,0.6114454218312675,1,OpenHand
402.png,28948.5,714.9432119131088,0.9339622641509434,0.9395813047711782,0.6896440823327615,1,OpenHand
364.png,29680.5,762.8843374252319,1.1014492753623188,0.8801524227507266,0.6288774472412917,1,OpenHand
370.png,31612.0,795.8132710456848,1.054054054054054,0.8842888512804733,0.6085316085316085,1,OpenHand
416.png,35441.0,877.6122584342957,1.165938864628821,0.8591861719535995,0.5796411690626891,1,OpenHand
459.png,30463.0,764.2985517978668,0.9217391304347826,0.9440622288335193,0.6247538966365873,1,OpenHand
317.png,27759.5,793.2863599061966,1.9473684210526316,0.878896294068293,0.6169874644381224,1,OpenHand
471.png,36192.0,889.269114613533,1.134453781512605,0.8809268815110506,0.5632119514472456,1,OpenHand
465.png,34320.0,846.4406878948212,1.0590717299578059,0.9048246770366465,0.5769327752282011,1,OpenHand
303.png,28669.0,836.9259670972824,1.118421052631579,0.8447711936824115,0.49310285517715857,1,OpenHand
897.png,27999.0,861.0092294216156,1.2818181818181817,0.8142439620199787,0.45130560928433266,1,OpenHand
129.png,32092.5,808.0559124946594,1.2019230769230769,0.9091359773371105,0.6171634615384616,1,OpenHand
883.png,32544.5,845.8549017906189,1.3221153846153846,0.882132111782723,0.5689597902097903,1,OpenHand
673.png,30708.0,762.0975430011749,1.3544973544973544,0.9296861991189961,0.6346726190476191,1,OpenHand
115.png,29909.5,757.7716398239136,1.0236966824644549,0.9132671755725191,0.656255485343163,1,OpenHand
101.png,28118.0,752.9015827178955,1.095959595959596,0.9026935054094835,0.654424428617977,1,OpenHand
667.png,31436.5,765.5117543935776,1.368421052631579,0.9367950532667809,0.6363663967611336,1,OpenHand
854.png,30930.5,836.7422035932541,1.1333333333333333,0.8568361566270066,0.5390936819172113,1,OpenHand
14.png,32014.5,791.7127640247345,1.2118226600985222,0.9247801031240521,0.6410849453322119,1,OpenHand
840.png,31017.5,855.3696216344833,1.0502092050209204,0.8375298707961495,0.5170531264065079,1,OpenHand
698.png,24934.0,735.1858526468277,1.1927083333333333,0.8825101314881342,0.567094250363901,1,OpenHand
868.png,29246.5,767.7716391086578,1.3825136612021858,0.9149252330601264,0.6316875094494482,1,OpenHand
28.png,39051.0,893.5533863306046,1.224669603524229,0.9103964377717423,0.618815960447501,1,OpenHand
707.png,27156.0,756.3574258089066,1.1666666666666667,0.8909887297603228,0.5937295028204119,1,OpenHand
713.png,32063.0,796.700572013855,1.0833333333333333,0.9068872860981474,0.634358182969294,1,OpenHand
920.png,23852.0,672.55843770504,1.1534090909090908,0.917843537153192,0.6675996417375728,1,OpenHand
934.png,31119.0,793.813270688057,1.1320754716981132,0.9048325191905094,0.6116155660377358,1,OpenHand
908.png,25176.5,788.6244506835938,1.3264248704663213,0.8088965284582885,0.509563228626943,1,OpenHand
539.png,31455.0,792.4406859874725,1.1121495327102804,0.8917585688770447,0.6175881567580304,1,OpenHand
263.png,39348.0,871.1269781589508,1.0466101694915255,0.9172241777197604,0.6750154395114253,1,OpenHand
505.png,28612.0,735.6711355447769,1.095,0.9131586506239429,0.6532420091324201,1,OpenHand
511.png,31484.5,813.3696192502975,1.2047619047619047,0.884868328602344,0.5925936382458121,1,OpenHand
277.png,27088.0,773.3279869556427,1.1095238095238096,0.8815412652954959,0.5536071939505416,1,OpenHand
288.png,29418.5,864.1391706466675,1.032520325203252,0.830468044263776,0.47081652903143206,1,OpenHand
289.png,29484.0,870.7249581813812,1.028225806451613,0.8259633297382096,0.4662239089184061,1,OpenHand
510.png,30978.0,800.7838329076767,1.1932367149758454,0.8888697598347249,0.605879246611512,1,OpenHand
276.png,27377.0,778.1564157009125,1.1090047393364928,0.8820336034280007,0.5544821160934905,1,OpenHand
262.png,39784.5,873.3696182966232,1.0336134453781514,0.9191821174839716,0.679519368723099,1,OpenHand
504.png,28188.0,726.8427075147629,1.0858585858585859,0.915150236189796,0.6621564482029598,1,OpenHand
